,countryiso3code,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Unnamed: 0,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
13,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,813,2007,16.116,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
14,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,814,2006,15.899000000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
15,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,815,2005,15.7,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
16,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,816,2004,15.504000000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
17,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,817,2003,15.31,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
18,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,818,2002,15.118,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
19,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,819,2001,14.927,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
20,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,820,2000,14.74,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
21,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,821,1999,14.552999999999999,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
22,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,822,1998,14.369000000000002,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
23,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,823,1997,14.186,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
24,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,824,1996,14.005999999999998,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
25,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,825,1995,13.827,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
26,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,826,1994,13.627,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
27,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,827,1993,13.37,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
28,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,828,1992,13.116,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
29,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,829,1991,12.867,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
30,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,830,1990,12.620999999999999,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
31,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,831,1989,12.38,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
32,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,832,1988,12.142999999999999,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
33,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,833,1987,11.909,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
34,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,834,1986,11.679,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
35,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,835,1985,11.453,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
36,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,836,1984,11.232000000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
37,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,837,1983,11.02,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
38,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,838,1982,10.812999999999999,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
39,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,839,1981,10.61,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
40,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,840,1980,10.41,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
41,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,841,1979,10.214,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
42,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,842,1978,10.02,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
43,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,843,1977,9.83,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
44,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,844,1976,9.644,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
45,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,845,1975,9.46,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
46,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,846,1974,9.279,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
47,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,847,1973,9.102,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
48,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,848,1972,8.927999999999999,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
49,ETH,WOMENPOLVOICE,POLREPRES,PC,A,2019,38.8,849,1971,8.756,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ET,Ethiopia
50,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1450,2020,37.074,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
51,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1451,2019,36.528,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
52,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1452,2018,35.988,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
53,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1453,2017,35.455,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
54,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1454,2016,34.926,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
55,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1455,2015,34.4,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
56,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1456,2014,33.878,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
57,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1457,2013,33.36,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
58,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1458,2012,32.846,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
59,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1459,2011,32.336,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
60,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1460,2010,31.83,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
61,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1461,2009,31.328000000000003,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
62,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1462,2008,30.831999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
63,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1463,2007,30.364,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
64,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1464,2006,30.182,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
65,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1465,2005,29.999000000000002,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
66,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1466,2004,29.818,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
67,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1467,2003,29.636999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
68,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1468,2002,29.456999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
69,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1469,2001,29.276999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
70,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1470,2000,29.098000000000003,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
71,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1471,1999,28.92,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
72,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1472,1998,28.741999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
73,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1473,1997,28.535,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
74,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1474,1996,28.013,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
75,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1475,1995,27.495,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
76,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1476,1994,26.984,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
77,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1477,1993,26.479,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
78,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1478,1992,25.98,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
79,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1479,1991,25.487,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
80,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1480,1990,25.0,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
81,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1481,1989,23.545,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
82,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1482,1988,22.151999999999997,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
83,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1483,1987,20.815,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
84,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1484,1986,19.541,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
85,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1485,1985,18.326,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
86,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1486,1984,17.172,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
87,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1487,1983,16.074,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
88,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1488,1982,15.035,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
89,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1489,1981,14.050999999999998,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
90,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1490,1980,13.158,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
91,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1491,1979,12.669,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
92,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1492,1978,12.197000000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
93,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1493,1977,11.739,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
94,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1494,1976,11.297,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
95,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1495,1975,10.869000000000002,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
96,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1496,1974,10.456,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
97,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1497,1973,10.056000000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
98,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1498,1972,9.671,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
99,MOZ,WOMENPOLVOICE,POLREPRES,PC,A,2019,39.6,1499,1971,9.298,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),MZ,Mozambique
100,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1600,2020,51.958,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
101,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1601,2019,51.157,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
102,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1602,2018,50.343999999999994,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
103,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1603,2017,49.519,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
104,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1604,2016,48.683,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
105,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1605,2015,47.838,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
106,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1606,2014,46.982,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
107,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1607,2013,46.118,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
108,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1608,2012,45.246,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
109,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1609,2011,44.36600000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
110,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1610,2010,43.48,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
111,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1611,2009,42.588,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
112,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1612,2008,41.702,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
113,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1613,2007,40.819,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
114,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1614,2006,39.943000000000005,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
115,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1615,2005,39.074,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
116,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1616,2004,38.211999999999996,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
117,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1617,2003,37.356,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
118,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1618,2002,36.508,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
119,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1619,2001,35.669000000000004,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
120,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1620,2000,34.84,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
121,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1621,1999,34.304,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
122,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1622,1998,33.773,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
123,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1623,1997,33.247,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
124,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1624,1996,32.725,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
125,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1625,1995,32.205,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
126,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1626,1994,31.691,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
127,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1627,1993,31.182,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
128,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1628,1992,30.677,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
129,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1629,1991,30.176,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
130,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1630,1990,29.68,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
131,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1631,1989,28.842,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
132,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1632,1988,28.019000000000002,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
133,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1633,1987,27.209,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
134,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1634,1986,26.414,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
135,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1635,1985,25.635,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
136,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1636,1984,24.872,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
137,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1637,1983,24.122,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
138,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1638,1982,23.389,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
139,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1639,1981,22.671,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
140,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1640,1980,21.97,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
141,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1641,1979,21.518,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
142,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1642,1978,21.074,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
143,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1643,1977,20.636,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
144,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1644,1976,20.205,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
145,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1645,1975,19.78,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
146,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1646,1974,19.363,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
147,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1647,1973,18.952,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
148,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1648,1972,18.549,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
149,NGA,WOMENPOLVOICE,POLREPRES,PC,A,2019,5.6,1649,1971,18.151,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),NG,Nigeria
150,ZAF,WOMENPOLVOICE,POLREPRES,PC,A,2019,42.1,1950,2020,67.354,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ZA,South Africa
151,ZAF,WOMENPOLVOICE,POLREPRES,PC,A,2019,42.1,1951,2019,66.85600000000001,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ZA,South Africa
152,ZAF,WOMENPOLVOICE,POLREPRES,PC,A,2019,42.1,1952,2018,66.355,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ZA,South Africa
153,ZAF,WOMENPOLVOICE,POLREPRES,PC,A,2019,42.1,1953,2017,65.85,,,0,SP.URB.TOTL.IN.ZS,Urban population (% of total population),ZA,South Africa
